Employee ID,Burn Rate previsto,Risco
fffe31003300390039003000,0.6191422619047615,Alto
fffe31003300310037003800,0.33148559523809523,Medio
fffe33003400380035003900,0.45266587301587324,Medio
fffe3100370039003200,0.3661016666666664,Medio
fffe32003600390036003700,0.5738188457947289,Medio
fffe3600390032003200,0.4891597222222223,Medio
fffe3600370032003200,0.28820394508269515,Baixo
fffe32003900390030003000,0.6996850000000004,Alto
fffe3100370031003000,0.5738328571428576,Medio
fffe31003500320037003600,0.39365403929403925,Medio
fffe3400370031003100,0.38976582972583,Medio
fffe32003800300035003300,0.35526452380952345,Medio
fffe31003700380037003700,0.37119777056277065,Medio
fffe33003400300038003900,0.5955479317904315,Medio
fffe33003100300039003600,0.6173533333333339,Alto
fffe33003400380038003300,0.5483923809523811,Medio
fffe33003400310032003500,0.5978083333333337,Medio
fffe33003400360032003000,0.8212666666666674,Alto
fffe32003800360033003400,0.22445656204906192,Baixo
fffe3600350031003700,0.43355647019647026,Medio
fffe3200310033003500,0.36074091269841274,Medio
fffe370039003500,0.20493333333333336,Baixo
fffe32003500340036003200,0.47466419546956296,Medio
fffe360038003200,0.6905527489177485,Alto
fffe31003800300039003900,0.5029,Medio
fffe32003500310034003200,0.37651829170829165,Medio
fffe33003100320039003300,0.47345770007770005,Medio
fffe33003000330034003700,0.3383972471972471,Medio
fffe32003500310039003300,0.31898964285714304,Medio
fffe31003500310033003200,0.3060033333333334,Medio
fffe31003900320038003800,0.3836547563547563,Medio
fffe31003400340039003000,0.8469173809523808,Alto
fffe390033003000,0.40562363497613496,Medio
fffe3700360033003400,0.0022134734517730713,Baixo
fffe31003700390034003900,0.18744874098124104,Baixo
fffe31003700360035003900,0.6002323809523812,Alto
fffe31003200370037003900,0.39069834776334794,Medio
fffe31003400310038003500,0.37701976190476183,Medio
fffe32003200370033003000,0.4359371428571431,Medio
fffe31003300320036003300,0.32270476190476194,Medio
fffe3900390034003600,0.6351122907647906,Alto
fffe32003300310032003600,0.2395964285714288,Baixo
fffe3500360039003300,0.8961250000000003,Alto
fffe3700340039003900,0.7373873809523814,Alto
fffe31003400370032003200,0.30183916666666655,Medio
fffe360032003200,0.23812571428571438,Baixo
fffe33003100340030003600,0.6216333333333329,Alto
fffe31003500300037003700,0.2916090476190476,Baixo
fffe31003600390038003800,0.360984733044733,Medio
fffe33003300360030003500,0.5424281746031746,Medio
fffe3900380030003300,0.3223192080631786,Medio
fffe31003700330034003500,0.3347086507936509,Medio
fffe31003500360036003900,0.30113666666666683,Medio
fffe3200380033003100,0.6456149999999999,Alto
fffe3900360033003900,0.668021388888889,Alto
fffe33003000370031003200,0.625605476190477,Alto
fffe32003700370036003200,0.21692,Baixo
fffe31003400320034003300,0.4202016692131398,Medio
fffe32003600360034003200,0.23321629370629368,Baixo
fffe32003700380035003100,0.6829720183982686,Alto
fffe31003400350034003200,0.22004095238095236,Baixo
fffe31003000320038003200,0.5650383421725332,Medio
fffe32003400300030003800,0.5214533333333331,Medio
fffe32003600320038003300,0.41041610028860026,Medio
fffe3300340035003700,0.39169485276660415,Medio
fffe31003900320032003000,0.35064099206349203,Medio
fffe3300370032003100,0.32942225649350637,Medio
fffe33003300350038003900,0.17468666666666668,Baixo
fffe32003900360038003700,0.2455335714285713,Baixo
fffe3100380033003400,0.5100041925884572,Medio
fffe3900390032003500,0.15071166666666674,Baixo
fffe32003200320035003600,0.2857969047619047,Baixo
fffe32003700380031003900,0.21755796950598424,Baixo
fffe3400330034003000,0.4532727777777781,Medio
fffe33003300380035003400,0.2623166442952471,Baixo
fffe3300380034003000,0.584232546897547,Medio
fffe32003500360039003200,0.6157072619047621,Alto
fffe31003700360038003600,0.45266587301587324,Medio
fffe33003300370036003200,0.586561414141414,Medio
fffe3200340039003500,0.5001742857142859,Medio
fffe3600300036003500,0.6565565079365081,Alto
fffe31003300370032003000,0.6094472222222221,Alto
fffe3700360036003700,0.6378340037740038,Alto
fffe33003200390030003200,0.09566682539682538,Baixo
fffe31003500340035003100,0.5471559523809522,Medio
fffe33003000350035003300,0.040068333333333345,Baixo
fffe31003400300036003000,0.6997273593073594,Alto
fffe31003700330035003200,0.4478341150026446,Medio
fffe33003000320032003400,0.3997738095238094,Medio
fffe32003300350034003700,0.1799011904761905,Baixo
fffe32003200340034003400,0.3722640476190475,Medio
fffe3800380035003100,0.15209380952380944,Baixo
fffe33003100310039003900,0.613462976190476,Alto
fffe3700330032003300,0.3889434523809527,Medio
fffe32003300390033003900,0.47872607975357956,Medio
fffe31003500370037003700,0.339387857142857,Medio
fffe32003000310035003500,0.26917506493506493,Baixo
fffe38003200,0.7390466666666662,Alto
fffe31003900310032003600,0.709253333333333,Alto
fffe32003200320039003900,0.1990256854256854,Baixo
fffe33003000360035003200,0.34936642857142836,Medio
fffe33003100390031003800,0.6177361904761901,Alto
fffe32003800360031003400,0.6714642063492064,Alto
fffe32003300320034003300,0.7227880357142861,Alto
fffe3800330032003400,0.43477484126984123,Medio
fffe3600380038003000,0.37417811896995323,Medio
fffe32003500320030003700,0.30361345238095194,Medio
fffe33003400330032003600,0.2795216666666663,Baixo
fffe32003300380030003600,0.6409716666666668,Alto
fffe31003000360032003900,0.7927491666666674,Alto
fffe3300310032003500,0.25485401515151507,Baixo
fffe3200320033003000,0.7090911904761916,Alto
fffe340032003600,0.42114409090909155,Medio
fffe3900390036003500,0.9433458333333333,Alto
fffe3900310039003900,0.4061680303030302,Medio
fffe3700390037003100,0.3536004761904763,Medio
fffe31003200340031003600,0.6190828282828279,Alto
fffe33003200380038003800,0.2961670093795095,Baixo
fffe32003400380038003200,0.39564129342879356,Medio
fffe32003300330037003600,0.22148500000000002,Baixo
fffe33003400360030003700,0.31892738095238093,Medio
fffe31003900340030003800,0.34627661681799443,Medio
fffe33003400300037003400,0.45349333333333375,Medio
fffe3400360035003700,0.5482687301587302,Medio
fffe33003000340039003100,0.5637377389277389,Medio
fffe32003000390030003300,0.5977776479076479,Medio
fffe32003800300030003000,0.13230333333333338,Baixo
fffe32003500300032003800,0.4427586904761903,Medio
fffe3800330032003700,0.7427832864357866,Alto
fffe32003900380039003600,0.27459000000000033,Baixo
fffe3200310031003300,0.32942225649350637,Medio
fffe32003700350038003000,0.4537850000000002,Medio
fffe31003800370033003700,0.41151666666666675,Medio
fffe33003300380038003100,0.7109592460317461,Alto
fffe31003400340030003400,0.3223192080631786,Medio
fffe31003000340030003400,0.33173666666666685,Medio
fffe31003400330032003700,0.09463809523809527,Baixo
fffe31003700310030003300,0.5534100000000001,Medio
fffe31003300310033003300,0.7560533333333336,Alto
fffe33003400330031003500,0.628865,Alto
fffe32003800300036003800,0.6089991666666672,Alto
fffe33003000300032003900,0.0,Baixo
fffe32003800390035003700,0.2982778418803419,Baixo
fffe3400320036003200,0.4883526968782853,Medio
fffe33003200390038003700,0.4669496645021646,Medio
fffe33003100380035003700,0.2883395833333334,Baixo
fffe32003900350032003100,0.0022134734517730713,Baixo
fffe31003400360032003800,0.6994821825396823,Alto
fffe32003500340030003200,0.2700314285714284,Baixo
fffe32003600330035003300,0.3475142604617605,Medio
fffe3700320033003600,0.3838860784313725,Medio
fffe31003400310033003000,0.4010493725718726,Medio
fffe31003400380034003800,0.4357398390498392,Medio
fffe32003300340039003700,0.40343083333333346,Medio
fffe31003300360031003300,0.5787259199134202,Medio
fffe3500350037003800,0.406425689033189,Medio
fffe32003300350035003400,0.5317450829725829,Medio
fffe3600310037003400,0.44280023809523833,Medio
fffe3200350036003400,0.31053681075460493,Medio
fffe33003100350034003600,0.24006721611721604,Baixo
fffe3700390038003600,0.4005103207903206,Medio
fffe31003200350033003800,0.3761729960836864,Medio
fffe32003300320033003400,0.5527336979055516,Medio
fffe31003900360035003900,0.043499999999999955,Baixo
fffe3400360036003800,0.6533625000000001,Alto
fffe3100320032003000,0.6309359157509151,Alto
fffe3900310038003900,0.695248095238095,Alto
fffe3500330032003600,0.7759166666666668,Alto
fffe3700370034003000,0.4391977777777776,Medio
fffe3100310038003800,0.4018776154401155,Medio
fffe33003300350036003500,0.8104450000000004,Alto
fffe33003400390031003600,0.7410204292929294,Alto
fffe31003400370035003400,0.3589962877400378,Medio
fffe31003600340039003900,0.6217514621489624,Alto
fffe31003600350034003300,0.8719266666666661,Alto
fffe32003900310033003300,0.41944646825396836,Medio
fffe32003700300039003800,0.4086839271839272,Medio
fffe32003600340036003300,0.03368809523809522,Baixo
fffe31003100340039003600,0.4076923015873013,Medio
fffe31003700340036003000,0.48123543650793643,Medio
fffe31003600390030003700,0.24490999999999993,Baixo
fffe32003500320036003900,0.5862374654757007,Medio
fffe32003200330033003700,0.16762190476190472,Baixo
fffe32003500380035003600,0.3235576190476189,Medio
fffe32003900330030003800,0.16199833333333316,Baixo
fffe3700360031003700,0.8640307142857145,Alto
fffe31003400350032003300,0.37417811896995323,Medio
fffe31003000300034003900,0.35269345238095234,Medio
fffe31003500370032003200,0.5481569422777085,Medio
fffe31003400330039003100,0.6378167768342767,Alto
fffe33003100340037003400,0.3046713095238096,Medio
fffe33003300390033003500,0.865408333333333,Alto
fffe390035003800,0.45433459595959624,Medio
fffe31003500310033003600,0.40875305555555597,Medio
fffe31003600390032003600,0.49297119047619054,Medio
fffe31003600300038003000,0.31629166666666697,Medio
fffe3800390036003400,0.2920013492063488,Baixo
fffe33003100380031003200,0.3195107287157288,Medio
fffe33003100390033003000,0.5892330427905428,Medio
fffe31003100370034003800,0.0,Baixo
fffe32003500370034003400,0.5117759523809524,Medio
fffe350039003100,0.8735399999999993,Alto
fffe31003000340030003500,0.3277004761904761,Medio
fffe33003300340034003300,0.34620480158730166,Medio
fffe31003600330032003500,0.7790847222222226,Alto
fffe31003400350037003900,0.4806671500721502,Medio
fffe31003800370035003000,0.6511844047619048,Alto
fffe3400320037003600,0.24832333333333348,Baixo
fffe33003100390034003000,0.5317450829725829,Medio
fffe31003000340037003600,0.32515132372529437,Medio
fffe3800380033003600,0.5432572619047626,Medio
fffe33003300380030003100,0.5881099576128443,Medio
fffe3900370035003800,0.4005933144633145,Medio
fffe3800370031003400,0.1622566666666667,Baixo
fffe3600380039003100,0.3882116666666668,Medio
fffe3100300039003200,0.47080496031746044,Medio
fffe31003000330034003700,0.22551309523809518,Baixo
fffe33003400390034003000,0.20660458874458862,Baixo
fffe32003600360035003500,0.24500309523809552,Baixo
fffe3900380031003100,0.4884467857142859,Medio
fffe3200350035003000,0.5695135714285717,Medio
fffe32003400310032003000,0.7052219841269844,Alto
fffe33003200340033003300,0.7334564682539682,Alto
fffe3800340035003200,0.7695499999999993,Alto
fffe32003300360035003400,0.5564033516483518,Medio
fffe3200380031003700,0.38217445054945054,Medio
fffe31003200360035003900,0.580237261904762,Medio
fffe33003200320036003800,0.20516714285714305,Baixo
fffe31003500320035003500,0.4104940689947306,Medio
fffe31003400330039003500,0.6558747877122881,Alto
fffe32003600360038003200,0.45840976190476135,Medio
fffe33003000,0.18879999999999997,Baixo
fffe33003300370036003900,0.5653297707847706,Medio
fffe31003200310031003600,0.5532885714285714,Medio
fffe33003400320035003000,0.3720685714285714,Medio
fffe33003100300036003800,0.21616761904761872,Baixo
fffe3200370037003800,0.6261982467532465,Alto
fffe32003500300036003500,0.378881904761905,Medio
fffe32003800380034003300,0.6274446176046176,Alto
fffe33003100350032003000,0.5045133236208234,Medio
fffe31003300340031003000,0.6193895562770563,Alto
fffe32003100390031003500,0.6341720490620488,Alto
fffe3100380034003300,0.6870149603174611,Alto
fffe31003100320030003300,0.5935602389277389,Medio
fffe31003200350035003800,0.5955479317904315,Medio
fffe31003200350034003500,0.7496919444444441,Alto
fffe32003500380037003700,0.46708690476190445,Medio
fffe32003500320031003100,0.03368809523809522,Baixo
fffe3700310035003300,0.7602823809523821,Alto
fffe31003300390035003400,0.47682166666666653,Medio
fffe31003400390037003000,0.361588253968254,Medio
fffe32003600300037003100,0.694251031746032,Alto
fffe3900380038003700,0.5605466666666667,Medio
fffe3600390031003300,0.5070163492063493,Medio
fffe33003100390031003100,0.6824649625374627,Alto
fffe3100320036003300,0.541736666666666,Medio
fffe3900350030003300,0.4106468437118435,Medio
fffe32003300350036003100,0.5446142676767677,Medio
fffe33003200360032003400,0.3834671428571428,Medio
fffe31003400320038003000,0.14418166666666676,Baixo
fffe31003300310033003900,0.22700476190476163,Baixo
fffe3800300034003300,0.506175158730159,Medio
fffe32003200370031003200,0.589162132034633,Medio
fffe31003400340039003200,0.3218535561660565,Medio
fffe32003600340039003600,0.5619108333333335,Medio
fffe33003100370036003600,0.5478342857142852,Medio
fffe32003600320031003600,0.5790923410739588,Medio
fffe32003000380030003700,0.5074315476190475,Medio
fffe32003700340034003800,0.43477484126984123,Medio
fffe32003100350030003100,0.3541859598734598,Medio
fffe32003400380031003200,0.3467486904761904,Medio
fffe31003300370030003800,0.7441463118580767,Alto
fffe32003500360031003400,0.7227880357142861,Alto
fffe3600370037003500,0.2284399999999999,Baixo
fffe32003300380034003100,0.5597091666666674,Medio
fffe32003800310031003300,0.7367732479775122,Alto
fffe31003700330031003300,0.5696401587301587,Medio
fffe32003000300036003900,0.7650999999999998,Alto
fffe31003200370032003100,0.7230514285714282,Alto
fffe3500340039003400,0.46917524642024655,Medio
fffe32003400330037003400,0.45965333333333314,Medio
fffe31003000340039003900,0.47872607975357956,Medio
fffe31003600350038003800,0.9535583333333331,Alto
fffe3400320039003600,0.05488333333333329,Baixo
fffe3800310034003200,0.3996760894660898,Medio
fffe31003500340033003600,0.18506452380952385,Baixo
fffe3700340036003200,0.32894953157953155,Medio
fffe32003800340036003200,0.7277549819624821,Alto
fffe3700390035003900,0.09263333333333337,Baixo
fffe32003500300039003100,0.6074267490842495,Alto
fffe31003800340039003900,0.46982285714285693,Medio
fffe32003200360032003300,0.5549019204810497,Medio
fffe3900370038003200,0.7034653571428572,Alto
fffe3400300031003000,0.3475142604617605,Medio
fffe31003700390036003500,0.5527426984126976,Medio
fffe32003000390035003900,0.5100792652295244,Medio
fffe32003400330038003700,0.5977776479076479,Medio
fffe32003100300037003100,0.496925974025974,Medio
fffe32003700390038003300,0.4832716117216117,Medio
fffe31003400380034003400,0.5874229661514958,Medio
fffe31003500310036003100,0.5741850000000006,Medio
fffe31003200360032003300,0.46550833333333325,Medio
fffe33003400350032003300,0.39155021403407575,Medio
fffe32003300300035003300,0.16679916666666678,Baixo
fffe33003200380031003700,0.3639114285714291,Medio
fffe3700360039003000,0.18423032800532804,Baixo
fffe33003300310035003000,0.5096960303585302,Medio
fffe31003500390036003900,0.4908397691197691,Medio
fffe380037003500,0.39564129342879356,Medio
fffe31003200330033003100,0.27699284992784995,Baixo
fffe31003200320032003700,0.5737852777777773,Medio
fffe33003000380031003700,0.13867833333333335,Baixo
fffe32003400320032003300,0.61981031024531,Alto
fffe33003000340035003500,0.6889282539682536,Alto
fffe31003800320033003300,0.35302864954489954,Medio
fffe3600390031003800,0.5015775000000001,Medio
fffe33003300370036003700,0.13107644771894778,Baixo
fffe31003600390032003000,0.2257200000000001,Baixo
fffe32003000350038003100,0.288550952380952,Baixo
fffe31003500330033003400,0.2600095238095237,Baixo
fffe32003000380032003800,0.6158269047619043,Alto
fffe31003400350032003000,0.15990000000000013,Baixo
fffe31003300300037003700,0.3928502597402598,Medio
